,hour,demand,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,methanization,ocgt,ccgt,nuclear,h2_ccgt,phs,battery1,battery4,methanation,pyrogazification,electrolysis,natural_gas,coal,hydrogen,methane,geothermal,central_gas_boiler,central_wood_boiler,uiom,CTES,phs_in,battery1_in,battery4_in,hydrogen_in,methane_in,CTES_in,phs_charge,battery1_charge,battery4_charge,hydrogen_charge,methane_charge,CTES_charge,elec_demand,CH4_demand,H2_demand,heat_elec,heat_gas,electrolysis_elec,methanation_elec,carbon_content,carbon_content_heat,date,date_only
24,24,,22.452905492178942,10.519842863700001,25.560076228,0.0,0.0,4.1912679522000005,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2682420509686154,0.0,0.0,2.2979679946934852,4.888394779411214,0.0,6.905688789357715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30564.988187245093,129072.3122939252,0.0,88.88878997236817,1.1071779580966583,4.566210045662101,20.582549887297887,1.1071779580966583,2.835302563710769,0.0,0.0,0.0,2006-01-02 00:00:00,2006-01-02
25,25,,22.188450127289734,10.1766857121,24.893222780000002,0.0,0.0,3.4863027906000004,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3744378432534774,5.804150979120284,0.0,3.1917722024086235,0.0,0.0,7.694910365284312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30562.6902192504,129067.4238991458,0.0,88.02661410592289,1.2337125818791335,4.566210045662101,22.93484130298907,1.2337125818791335,1.7180473040668467,0.0,0.0,0.0,2006-01-02 01:00:00,2006-01-02
26,26,,21.74339109857375,9.822600000000001,24.2732640732,0.0,0.0,3.0038061732,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1362017072210735,0.0,0.0,1.4300083384410271,6.262029078974819,0.0,8.08952115324761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30559.49844704799,129067.4238991458,0.0,83.9228092109474,1.296979893770371,4.566210045662101,24.110987010834666,1.296979893770371,3.9202521340263417,0.0,0.0,0.0,2006-01-02 02:00:00,2006-01-02
27,27,,21.575687696448888,9.5428285758,23.6544757976,0.0,0.0,2.7890422517999998,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9628200564147678,6.490968128902089,0.0,1.603389989247333,0.0,0.0,8.286826547229259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30558.068438709546,129061.16187006682,0.0,82.85850925113043,1.3286135497159899,4.566210045662101,24.699059864757462,1.3286135497159899,3.7035250705184595,0.0,0.0,0.0,2006-01-02 03:00:00,2006-01-02
28,28,,21.420884556025936,9.1843714242,23.5391904384,0.0,0.0,2.7640024692000003,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.306607364058877,0.0,0.0,3.2596026816032238,7.406724328611159,0.0,9.076048123155854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30556.4650487203,129061.16187006682,0.0,84.27518968275234,1.4551481734984648,4.566210045662101,27.051351280448653,1.4551481734984648,1.6332592050735961,0.0,0.0,0.0,2006-01-02 04:00:00,2006-01-02
29,29,,21.156429191136723,8.6751,22.962561121199997,0.0,0.0,2.7948206706,0.0,3.124471968043162,0.0,0.0,29.0,0.5601373790759008,0.0,1.0700739179483738,0.0,0.0,0.0,0.0,8.32248052832023,0.0,5.548907201935611,0.0,0.0,9.865269699082452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30553.205446038697,129053.7551457382,0.0,86.219122279961,1.5816827972809404,4.566210045662101,29.40364269613984,1.5816827972809404,0.0,0.0,0.0,0.0,2006-01-02 05:00:00,2006-01-02
30,30,,20.63396859220926,7.966928575800001,21.6541675632,0.0,0.0,2.8699399218,0.0,3.124471968043161,0.0,0.0,29.0,7.369734123264216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.495568156651956,9.46717577795657,0.0,10.851796668990696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,0.0,0.0,30547.65653883676,129053.7551457382,0.0,89.49473877627348,1.739851077009034,4.566210045662101,32.34400696575382,1.739851077009034,0.0,0.0,0.0,0.0,2006-01-02 06:00:00,2006-01-02
31,31,,19.872853151796416,7.1319857121000005,20.0633295924,0.9452371800420631,0.0,2.9989908564,0.0,3.124471968043161,0.0,0.0,29.0,14.410098869475513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.847085255268265,10.153992927738376,0.0,11.443712850935645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,0.0,0.0,30530.160970680106,129044.28796996025,0.0,94.42249536221587,1.8347520448458905,4.566210045662101,34.108225527522215,1.8347520448458905,0.0,0.0,0.0,0.0,2006-01-02 07:00:00,2006-01-02
32,32,,18.731179991177147,6.1790142879,17.536717079200002,9.357489039129357,0.0,3.2137548743999997,0.0,3.12447196804316,0.0,0.0,29.0,11.160593890621964,0.0,0.0,0.0,0.0,0.0,0.0,9.009297678102033,0.0,24.146199327455022,0.0,0.0,10.457185881027396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,0.0,0.0,30500.31388542484,129034.13397703251,0.0,95.17874916242847,1.6765837651177966,4.566210045662101,31.16786125790823,1.6765837651177966,0.0,0.0,0.0,0.0,2006-01-02 08:00:00,2006-01-02
33,33,,16.538135501852,4.8260571363,14.587318035200001,19.71766574417692,0.0,3.7049190234,0.0,3.124471968043161,0.0,0.0,29.0,8.748365798484883,0.6104945644865118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.914220218442598,8.093541478392964,0.0,9.667964305100803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,0.0,0.0,30476.167686097386,129034.13397703251,0.0,97.73295580390031,1.5500491413353215,4.566210045662101,28.81556984221704,1.5500491413353215,0.0,0.0,0.0,0.0,2006-01-02 09:00:00,2006-01-02
34,34,,13.700077927431222,3.4643571363000003,13.5268494444,30.72903692402226,0.0,4.1440775964,0.0,3.124471968043161,0.0,0.0,29.0,3.4937384912747436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.695575819828317,7.177785278683891,0.0,8.878742729174206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.20229872343228,0.0,0.0,30456.253465878945,129026.04043555412,0.0,98.05813751982535,1.4235145175528463,4.566210045662101,26.463278426525857,1.4235145175528463,0.0,0.0,0.0,0.0,2006-01-02 10:00:00,2006-01-02
35,35,,11.79083919554815,2.5551000000000004,13.775422624399999,37.42842291553179,0.0,4.4301085542,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.262029078974819,0.0,4.566210045662101,0.0,0.0,8.08952115324761,0.0,0.0,0.0,0.059132734879167655,1.1263935978403934,0.0,0.0,0.0,0.0,114.20229872343228,0.0,0.0,30445.557890059117,129018.86265027543,0.0,97.79436695696428,1.296979893770371,4.566210045662101,24.110987010834666,1.296979893770371,0.0,0.0,0.0,0.0,2006-01-02 11:00:00,2006-01-02
36,36,,10.35246001578489,2.0108571363,13.8857830884,38.63931223836311,0.0,4.8037786062,0.0,3.124471968043161,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.566210045662101,5.346272879265748,0.0,7.300299577321013,0.0,0.0,0.0,0.6945642583140612,0.1251548442044882,0.0,0.0,0.0,0.0,114.25551818482353,1.013754238056354,0.0,30440.991680013456,129018.86265027543,0.0,97.87247198252943,1.1704452699878958,4.566210045662101,21.75869559514348,1.1704452699878958,0.0,0.0,0.0,0.0,2006-01-02 12:00:00,2006-01-02
37,37,,9.610694967924914,1.8840857121,14.0439791444,33.59184913981607,0.0,4.6901366274,0.0,3.124471968043161,0.0,0.0,29.0,6.154100980782274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.362878432999423,4.659455729483945,0.0,6.7083833953760665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30436.425469967795,129013.51637739617,0.0,98.97484657242447,1.0755443021510394,4.566210045662101,19.99447703337509,1.0755443021510394,0.0,0.0,0.0,0.0,2006-01-02 13:00:00,2006-01-02
38,38,,9.133385284954146,1.9365428637000004,13.8313524204,24.026426169903907,0.0,4.2577195752,0.0,3.124471968043161,0.0,0.0,29.0,15.03266340534783,0.0,0.0,0.0,0.0,0.0,0.0,3.743699529774874,0.0,30.939303739254786,0.0,0.0,5.91916181944947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30421.062591534796,129008.85692166668,0.0,97.21808971950588,0.949009678368564,4.566210045662101,17.6421856176839,0.949009678368564,0.0,0.0,0.0,0.0,2006-01-02 14:00:00,2006-01-02
39,39,,9.101134630699365,2.0982857121,14.768117402,8.1165785164097,0.0,3.8272285338,7.64961167418571,3.12447196804316,0.0,4.326595667402434,29.0,17.981884535097716,0.0,0.0,0.0,0.0,0.0,0.0,12.021035394297794,0.0,36.11337589671073,0.0,0.0,6.511078001394418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30390.12328779554,129008.85692166668,0.0,96.86943667169493,1.0439106462054206,4.566210045662101,19.40640417945229,1.0439106462054206,0.0,0.0,0.0070090178448282405,1.9128483430649177e-06,2006-01-02 15:00:00,2006-01-02
40,40,,9.197886593463709,2.1048428637,15.609017557199998,0.03428044604125823,0.0,3.9572425704,8.8,3.124471968043161,0.0,4.326595667402434,29.0,17.981884535097716,4.851918807118157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11337589671073,12.936791594006863,0.0,7.300299577321013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.88062601730618,1.1263935978403934,0.0,30354.00991189883,129008.85692166668,0.0,95.86366904042328,1.1704452699878958,4.566210045662101,21.75869559514348,1.1704452699878958,0.0,0.0,0.007082553975313306,2.1672102721585724e-06,2006-01-02 16:00:00,2006-01-02
41,41,,9.094684499848409,1.8666,14.9304234968,0.0,0.0,4.3569154104,8.8,3.124471968043161,0.2636996845483385,4.326595667402434,29.0,17.981884535097716,8.2,1.0700739179483738,0.0,0.0,0.0,0.0,14.740736055014047,0.0,36.11337589671073,0.0,0.0,8.286826547229259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.48960512050824,1.1263935978403934,0.0,30317.896536002118,128995.92013007267,0.0,99.89087721204528,1.3286135497159899,4.566210045662101,24.699059864757462,1.3286135497159899,0.0,0.0,0.007387345126019053,2.5659436399732886e-06,2006-01-02 17:00:00,2006-01-02
42,42,,8.95278162112737,1.5212571363,13.3301904268,0.0,0.0,4.8721563366,8.8,3.124471968043161,10.832843951834757,4.326595667402434,29.0,17.981884535097716,8.2,0.0,0.0,0.0,0.0,0.0,42.079352922939165,0.0,36.11337589671073,0.0,0.0,9.076048123155854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.37849400939713,0.0,0.0,30281.783160105406,128995.92013007267,0.0,107.81770967516228,1.4551481734984648,4.566210045662101,27.051351280448653,1.4551481734984648,0.0,0.0,0.02876531604444847,1.0943000402200996e-05,2006-01-02 18:00:00,2006-01-02
43,43,,8.926981097723544,1.224,11.6072260668,0.0,0.0,5.3209455432,8.8,3.124471968043161,13.591361709538326,4.326595667402434,29.0,17.981884535097716,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11337589671073,47.830952067561746,0.0,8.08952115324761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.26738289828602,0.0,0.0,30245.669784208694,128995.92013007267,0.0,108.978994619762,1.296979893770371,4.566210045662101,24.110987010834666,1.296979893770371,0.0,0.0,0.034119170172894946,1.15688915581686e-05,2006-01-02 19:00:00,2006-01-02
44,44,,9.02373306048789,1.0404000000000002,10.1405959244,0.0,0.0,5.228491132199999,8.8,3.124471968043161,18.388460623772833,4.326595667402434,29.0,17.981884535097716,0.8383675635927532,0.0,0.0,0.0,0.0,0.0,58.90794315343894,0.0,36.11337589671073,0.0,0.0,7.300299577321013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1562717871749,0.0,0.0,30209.556408311986,128948.0891780051,0.0,104.76852850695361,1.1704452699878958,4.566210045662101,21.75869559514348,1.1704452699878958,0.0,0.0,0.045729426191603854,1.3992873549259056e-05,2006-01-02 20:00:00,2006-01-02
