Occupancy status,Income owner,Income tenant,Housing type,Heating system,Performance,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Owner-occupied,C1,C1,Multi-family,Heating-District heating,A,1039.8618968906285,1611.7859401804742,2183.70998347032,2755.6340267601654,3327.5580700500113,3899.4821133398573,4471.406156629703,5043.330199919549,5615.254243209395,6187.178286499241,6759.102329789087
Owner-occupied,C1,C1,Multi-family,Heating-District heating,B,2061.2280754301196,2686.0020133892335,3382.244996368603,4088.9839533922336,4796.6268939820775,5514.55928153954,6242.539709530643,6973.184093525181,7715.898451428767,8470.586834952848,9237.163308999363
Owner-occupied,C1,C1,Multi-family,Heating-District heating,C,5863.597087787453,6581.214784654251,7306.266839895079,8019.776374159943,8719.60246958622,9408.824828882834,10087.552920678672,10755.738506936,11417.747488167264,12073.69755964221,12723.577587627296
Owner-occupied,C1,C1,Multi-family,Heating-District heating,D,10531.461831905275,10963.847242308166,11365.299496628084,11769.330507567634,12181.711965657842,12595.645144561748,13010.565926247617,13424.93045199526,13839.908279668252,14255.064417161764,14670.017505363445
Owner-occupied,C1,C1,Multi-family,Heating-District heating,E,10683.998147703507,10849.45045646116,10962.494869222819,11057.829259962295,11141.226719830865,11206.979377548683,11255.402784139018,11294.587523913271,11318.302867948018,11326.854673581773,11319.20268474568
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,C,50838.193499432804,51407.970346532034,52119.28506041228,52806.05113843731,53416.734913802415,53990.07714360039,54535.012468097404,55243.54774201339,55935.21001486288,56609.834374113336,57268.014438677164
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,D,77967.53207312459,77088.40665347183,75576.9477278285,74063.02912343349,72586.9625535389,71089.83672370842,69582.04407749379,68572.42280576177,67563.19991345365,66554.25430710196,65546.37853425542
Owner-occupied,C1,C1,Multi-family,Natural gas-Performance boiler,E,45205.48967966379,44345.65237339001,43006.769244222276,41665.40728870867,40365.538083233645,39060.033765234875,37748.80155042517,36769.39127587251,35791.05464082377,34814.12898348554,33836.428812102866
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,C,232.64633292439143,226.8379822824838,236.68004565271102,243.77861510866722,246.45298923427467,246.5934124204795,244.19433906511082,238.32336169093182,230.05900255819583,219.38625282359766,206.04096107459242
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,D,2150.0327822958266,2067.8954625700967,1991.2274724377335,1908.9917609253791,1819.188977258985,1724.2564981696773,1624.2880944246301,1518.5808781066178,1408.1594475368422,1293.0694504297212,1171.9478218454021
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,E,4264.847200893641,3973.8224154030986,3678.26306703228,3391.4240620550213,3114.7379603735903,2846.288052466382,2585.922833192684,2334.29416912177,2090.317964429305,1853.888949364148,1622.8040112754757
Owner-occupied,C1,C1,Multi-family,Oil fuel-Performance boiler,F,3963.1673036158963,3699.8435070005,3427.647354962867,3162.808687071216,2907.458049735194,2659.1365330908725,2417.775514750514,2183.988559059442,1956.9167788040108,1736.5202003979336,1520.7899011856243
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,A,21985.800989927407,29657.044802591852,37422.51714379533,45191.96554663609,52964.23175931818,60749.373975056966,68538.4631730846,76189.53665415083,83842.59970858518,91497.74598022342,99155.7009511753
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,B,14609.22359726652,16538.3859227289,20037.41384981229,23648.404177593224,27151.26367221143,30774.950817706296,34420.98135542585,35971.104264365786,37545.77676999753,39145.40132115571,40780.169235999434
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,C,39088.17027894198,40806.335519946726,43584.09311019884,46396.048889558464,49415.5948040921,52556.55442660616,55740.2305344998,57002.79639748482,58277.58850310368,59564.42209194841,60872.65741447001
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,D,670.338203150993,821.2399926728646,1080.1725437465461,1324.512800637105,1555.9402036207298,1780.7785730526623,1997.6572030637435,2059.340965262564,2117.9887346281457,2173.8137862763097,2227.409756095746
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,E,446.58961713004203,441.6111112647988,433.5558460670519,425.51310383845396,420.3746516463519,415.0761204953056,409.2510342223187,403.6652711805603,397.9394513375221,392.0757302829411,386.01506829780186
Owner-occupied,C1,C1,Single-family,Electricity-Heat pump water,F,23.92457255297595,22.89688364472797,21.57611956035941,20.327199080352013,19.27513988844086,18.268101370014683,17.315737498654855,16.477339598622567,15.672567239039527,14.900193944307313,14.156951505102604
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,C,5390.755267615762,6685.310654041047,8026.6384583824,9372.844047223964,10707.504722062595,12051.531092102001,13408.042989204634,14879.675401710392,16356.693208040595,17839.603585307654,19331.446142853056
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,D,93842.451001086,93620.27322520543,94209.39006988119,94685.03680478044,94238.59889908992,93784.30712444625,93454.62966669655,94809.78056351915,96180.13487057842,97567.47056460047,98985.08216992694
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,E,85026.76795098788,83166.37115434655,81280.11607417438,79399.41030940339,77272.68816710828,75188.39616512883,73168.53352805105,72725.51058621123,72304.52133767438,71903.93354740269,71516.840660674
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,F,48203.264178877085,47777.41389791826,46896.081763164344,45988.98388946345,45349.90139847891,44696.49059555639,44181.96136062696,44857.703443941755,45505.59134404286,46126.049570915326,46721.481162456446
Owner-occupied,C1,C1,Single-family,Electricity-Performance boiler,G,55412.994092132496,53275.760100585096,50316.35682427091,47501.216661596285,45551.67511259526,43687.008961160034,42280.163403123195,42501.33259573075,42764.354418758594,43068.34255707121,43415.3552375704
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,C,40234.923419851206,42852.743625734634,46368.75716296314,49712.03764975486,52125.49716150098,54338.171415745586,56497.810629937485,58840.77230437676,61112.06323216876,63312.972060050044,65453.081268875176
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,D,188817.8644813404,187108.38935813704,183315.7672751289,179495.98346861883,175568.68076120157,171343.4976850521,166980.76938089335,165463.67197398032,163919.8517790596,162347.0558524161,160750.82713596933
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,E,45176.048438160185,44082.94976371677,42460.665330377895,40828.375468482314,39261.760223157755,37656.78840277011,36050.90023511575,35240.99977088512,34428.33425018447,33612.688797798466,32794.37758406433
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,F,81266.147288043,81530.32656525039,79767.47254360182,77762.73275358535,76565.27401795154,75087.26989318986,73487.48407309563,73654.06723692782,73683.6054908655,73576.75236609575,73336.77158054769
Owner-occupied,C1,C1,Single-family,Natural gas-Performance boiler,G,8839.608900809777,8698.694376064032,8241.411743706727,7745.51225441462,7358.583307098953,6949.615240773041,6547.947493389881,6478.333917697803,6380.675960496272,6258.380199516712,6116.101963976947
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,D,37872.47466496406,36195.82873595784,35348.73718947793,34352.42649656582,32586.917227894377,30764.686786129543,28904.506550723912,26959.96364602131,24952.54597362823,22880.030395730253,20720.0788850089
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,E,60947.466742097204,57857.7923250893,55680.29570848032,53308.76109898624,50044.30861366681,46724.10706071458,43330.958173930805,39872.75475085277,36387.578984607295,32880.06671504119,29316.72101070604
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,F,34230.490995629734,31627.001383733907,28935.09470108567,26372.039075048255,24053.943565736023,21836.969648598744,19800.73243213038,17806.07278812867,15888.010708705113,14043.72752991079,12254.216946573626
Owner-occupied,C1,C1,Single-family,Oil fuel-Performance boiler,G,117115.16237188573,109211.04840108237,99841.81032676499,90879.3679678167,83524.70146740334,76367.76293110933,69326.11573853873,62570.23831063957,56012.52890428468,49653.04979223537,43431.43503443076
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,B,5967.457396352955,8822.26325763825,11722.138477193552,14633.88556127864,17543.950971433245,20470.96963321878,23401.727593661446,26189.602610936803,28981.74220596817,31778.32341744473,34581.79367736238
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,C,32818.043654789326,36704.89619452793,41359.57099352611,46173.671364548994,50610.80217076695,55197.36831168056,59728.74674282841,61966.01363713773,64214.893705331386,66474.41939427807,68758.72078422667
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,D,32317.158879041814,34999.64246621047,37903.80851986758,40819.322064184744,43711.53199827358,46652.56161392804,49358.75341086703,50383.16918099049,51386.77801892725,52369.20019882754,53338.37842428439
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,E,21624.060485726033,23481.836875914436,25836.948204251723,28256.897983618117,30675.178652643724,33194.08383870025,35587.4218571008,36282.56684659113,36956.55756416242,37606.436679630344,38231.38866783837
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,F,31833.864793940844,34989.63204986129,38072.55794739523,41043.88291463884,44158.632324496895,47218.24473256459,49965.407394117174,50831.011334099414,51620.6318937856,52334.86393512722,52976.06732582746
Owner-occupied,C1,C1,Single-family,Wood fuel-Performance boiler,G,11371.115937858604,11817.771352294949,12204.823107118951,12545.49198231698,12907.178913626594,13224.853054738895,13454.614965055016,13293.62509036469,13114.344822651736,12917.8004348725,12706.545907855529
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,A,4823.734255113792,10684.443450549597,16798.69169296019,22933.083322927847,29082.941368329222,35255.42564864787,41441.81249308344,47309.95714735134,53182.75579732465,59059.99805607831,64943.018963139926
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,B,7525.532035524557,8867.536814664527,11333.466928944412,13782.121245082759,16209.847220685671,18632.89385582079,21011.025136416993,22019.98896031044,23016.15033491248,23999.396745025373,24976.431950867038
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,C,4564.785049907988,5026.494143190941,6042.771793564011,7061.059731080466,8065.4187782025165,9086.706862111956,10111.926515208148,10415.878989367977,10715.927451163127,11012.299176255263,11307.484892467823
Owner-occupied,C2,C2,Multi-family,Electricity-Heat pump water,D,632.1455371418652,863.8070551343511,1407.4869275229366,1947.4688433856004,2464.135256837078,2978.4367974339575,3492.0996382966773,3608.3377555974857,3720.3366441406306,3828.199588354374,3932.8184090781006
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,B,1050.2814048174453,1350.3618061938582,1650.4422075702712,1950.5226089466842,2250.603010323097,2550.6834116995096,2850.7638130759224,3150.844214452335,3450.924615828748,3751.0050172051606,4051.0854185815733
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,C,57919.83220966958,57524.71097683814,56692.23455568334,55832.22589522572,54904.88816346458,53963.02003135534,53007.838417886065,52760.22851181195,52498.42830113371,52223.49769658703,51932.243272191496
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,D,29360.44749061716,28857.82608568274,28028.40745995455,27206.965620797007,26396.93340290644,25596.099016672986,24814.89977436273,24417.002783595664,24021.831536454083,23629.783617610417,23238.854898871246
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,E,26129.006950374685,25014.71822945379,23612.288231666837,22274.86875569092,21005.31386156979,19796.671131412713,18664.328023472517,17885.592562232934,17135.686161391448,16413.75900331074,15715.796742195756
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,F,20417.93080950289,20154.94324046518,19795.608598048162,19432.43283758702,19080.84197713818,18724.881172643105,18374.32935531617,18036.954573056646,17696.95252613192,17354.573587150764,17008.514100483844
Owner-occupied,C2,C2,Multi-family,Electricity-Performance boiler,G,12537.75408751003,12167.49554466731,11743.165317893083,11329.22780934617,10934.216936016634,10548.298259797108,10183.805813269708,9846.924149679082,9518.353874737655,9197.942226099862,8884.863614212969
Owner-occupied,C2,C2,Multi-family,Heating-District heating,A,1500.4020068820646,2325.6231106672003,3150.844214452336,3976.0653182374717,4801.286422022607,5626.507525807743,6451.728629592879,7276.949733378015,8102.17083716315,8927.391940948286,9752.613044733422
Owner-occupied,C2,C2,Multi-family,Heating-District heating,B,3254.0663712178084,4256.224814783557,5348.517836126908,6460.021492674268,7573.976514485099,8707.074934551745,9859.010561914229,11017.203820703582,12196.55248540902,13396.942176491659,14618.231873640923
Owner-occupied,C2,C2,Multi-family,Heating-District heating,C,9094.337137987406,10163.333197934275,11244.953731942167,12309.509910788205,13353.62441387868,14382.22492837217,15395.504725586548,16393.913399151294,17382.7966861244,18362.33975685349,19332.45886157213
Owner-occupied,C2,C2,Multi-family,Heating-District heating,D,15721.250653080282,16287.878510439463,16812.31433966459,17338.904062748996,17877.78731639193,18417.192241095654,18956.359639390233,19494.957426725825,20033.25894778324,20570.686851529448,21106.610524855583
Owner-occupied,C2,C2,Multi-family,Heating-District heating,E,15278.383833813466,15421.895360970684,15497.403792457784,15549.808581064088,15588.968713399518,15605.040007850002,15598.604812564497,15581.271707245221,15544.312360569304,15488.264609784443,15411.736320231863
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,C,78285.75169242323,79406.73079683066,80741.52407569568,82035.62506989551,83191.45074399687,84287.45603988545,85332.52567288069,86560.64055275792,87757.57157784425,88923.06071169696,90058.34394960906
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,D,120770.44126347988,119218.44606689889,116937.24132379466,114646.62191963263,112421.22061619682,110165.63003860676,107887.67413019322,106291.04127730824,104695.1196442861,103099.75477403543,101506.52291159861
Owner-occupied,C2,C2,Multi-family,Natural gas-Performance boiler,E,64921.57603288558,63512.70228754185,61555.35685988842,59591.05655367686,57696.393118500986,55796.660099784145,53886.7941673536,52426.57505866885,50970.65250837436,49519.49809225511,48070.08351786191
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,C,371.5271836423706,379.6398867180562,401.9354092290719,419.0342960356039,427.6063223024635,431.29162047640386,430.07668756834653,422.17575966942223,409.64882272295455,392.46457918012675,370.1438078536906
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,D,3408.39621219251,3281.2429818910055,3163.179324179085,3035.7532364496296,2895.4564250123753,2746.4668575819082,2588.9787161970207,2422.0292108103667,2247.1667923916293,2064.5030457143416,1871.8982962306495
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,E,6506.838541019121,6050.930864096638,5592.054006251946,5147.664570654294,4720.561217183567,4307.137095687416,3907.1192429390794,3521.587082122126,3148.693816593315,2788.240839004913,2436.8800416935237
Owner-occupied,C2,C2,Multi-family,Oil fuel-Performance boiler,F,5590.265931419269,5205.667374556796,4812.359774248264,4430.731373833354,4064.623121193873,3709.71021348677,3365.8579188743197,3034.1596885171,2713.0420825964347,2402.4129350941234,2099.461607858071
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,A,43792.750771700186,58634.30291227834,73689.64710948474,88782.90400822366,103806.56809443524,118865.35064587061,133942.18301282742,148737.04463342307,163539.98953706914,178351.49841245858,193173.35399893878
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,B,28781.792780958327,33911.15631623898,40878.08799008105,48074.228535394475,55368.06285712313,62990.64295929974,70724.82154136364,74148.39876869187,77642.12651880793,81206.68947434788,84863.07291245875
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,C,75029.88505857177,78818.58461664573,83778.61656326924,88803.38643281227,94021.19346519191,99439.33458717245,104942.04782495268,106933.4818732207,108943.84097660093,110972.7854659978,113037.69373143358
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,D,1523.7834162113577,1872.3212685385988,2329.883271201641,2761.3774266176665,3161.6471374187395,3547.06241568667,3919.8508422293867,4015.2139259939427,4106.65517114119,4194.567959441975,4280.10427813485
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,E,991.896455338007,977.2368183851183,954.7153260419457,932.4824037925845,914.4458419446058,896.2424327253207,878.20983108067,861.165177322192,844.0014033865,826.7261056585287,809.2615271888394
Owner-occupied,C2,C2,Single-family,Electricity-Heat pump water,F,44.27006091354052,42.091242121864525,39.4305519855349,36.930712537123554,34.67837698303891,32.54265406065271,30.5561073796039,28.87233693061961,27.269225084596123,25.743191458827283,24.288254286091707
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,C,10447.181445550137,13003.098079620586,16697.919343171154,20369.794734643507,23347.608826516804,26365.83297994437,29410.47615774334,32715.929893310924,36061.29676606253,39448.05329484104,42883.41840746027
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,D,209812.476102564,209507.71467774312,210908.4175093471,211989.83407886585,212219.75138547804,212344.58343761106,212504.6388028454,216190.1890654296,219912.69739316285,223678.19926816653,227502.54560543172
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,E,187551.35927876888,181932.40013470192,176205.73400023696,170584.95463896022,165165.2666670326,159868.59432907513,154954.9648982179,153345.5011394512,151807.74611521023,150338.1774554799,148921.88879754875
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,F,88608.99994640412,86875.07384269673,84630.63875553632,82371.89707484428,80431.43141566619,78493.35973025036,76909.55900137147,77471.01505484575,77998.75352808814,78494.08533754924,78965.0874070475
Owner-occupied,C2,C2,Single-family,Electricity-Performance boiler,G,82640.19782099425,78012.14588775272,72169.6926905551,66736.23715554106,62369.32866829708,58276.098192763,55093.319687499745,54358.60104534581,53733.66805750222,53212.11977677585,52797.66502648079
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,C,85696.410263794,92890.73080386204,102725.41763299666,112109.77887208125,119584.97592780851,126524.85812928088,133036.7988941019,139854.409112491,146491.78661576702,152948.69547389567,159232.04617358925
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,D,368856.13210676546,364157.30349540856,356251.7349924456,348256.16559616046,340648.59068125417,332447.9712445702,324062.43740258814,321255.0957007036,318379.04754571867,315427.915196708,312415.49859734235
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,E,84648.5992153177,82014.2408801125,78502.50047374799,74988.08753887234,71713.9546718638,68396.79918445462,65140.56954224924,63548.41728507638,61949.40024058998,60343.45412976641,58733.070860383654
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,F,154474.53043325202,153347.1365775801,148849.02954065887,143861.66751661894,139878.77213108857,135450.99732156793,130890.97523362632,129702.2412166952,128273.74668839705,126614.57591915141,124745.37152879967
Owner-occupied,C2,C2,Single-family,Natural gas-Performance boiler,G,16904.066292878888,16070.898991374852,14853.090561410467,13615.810416203014,12563.011591130347,11531.202192072902,10562.974718392365,10125.080226046273,9671.675138758652,9207.990747391517,8740.329007845969
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,D,75121.92498874999,72906.74998578738,73494.9537021416,73465.06354006419,71408.00068747588,68968.60108300288,66147.68145212252,62698.055104387706,58915.9414162979,54799.84483004117,50287.92041266673
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,E,124332.30136717697,118202.54865550672,112516.56221781715,106585.99188866351,100304.89888781408,93836.85582915315,87204.5739690745,80370.26947459167,73436.30180585921,66419.58267632444,59259.75308565381
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,F,64448.61470612566,59532.5217693399,54305.7100408992,49345.60387196845,44805.120387145405,40489.5867278333,36387.450990277255,32543.41523996423,28877.552789431713,25382.66447246813,22023.470869129622
Owner-occupied,C2,C2,Single-family,Oil fuel-Performance boiler,G,195620.77146308695,180865.13226113707,163524.13601235222,147147.75587755285,133092.01726066298,119729.78778245003,107043.8238048681,95258.1532377784,84060.72657573612,73439.19233123923,63299.17677445948
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,B,11412.65470920639,16970.82300807387,23234.9611824168,29601.97204940953,35671.47567873671,41829.52880575816,48042.826655924895,53687.941477563225,59361.91088186748,65065.443497114415,70800.7690988315
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,C,67820.31680056441,77399.413786732,87770.08874699404,98480.46448010798,109108.03809080552,120159.42724452112,131015.48081440486,136624.55969844028,142266.0246548518,147935.65998940656,153652.10292652738
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,D,63632.32093429248,69099.55845348071,74290.35799465842,79477.01697834137,84732.20933332235,90031.13054051719,94872.55757165079,96488.93236615618,98047.69425488549,99548.71900879944,101006.3189009123
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,E,40842.39041242261,44727.71780141382,48749.401132993895,52863.535480318176,57034.90023838934,61295.93834207881,65235.53251959728,66262.25858987335,67221.82821183384,68109.30628735361,68927.63797479207
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,F,54075.45801161675,59762.51908071253,64746.95600460133,69478.98665204171,74023.54539081447,78334.55222252483,82031.01684792578,82964.56022493463,83728.57688966153,84328.40336494017,84779.25901037877
Owner-occupied,C2,C2,Single-family,Wood fuel-Performance boiler,G,17523.70939409636,18272.321989438424,18773.52475462719,19181.157248126976,19493.249066414595,19702.779312914587,19760.898886909425,19352.591128201217,18910.501495167846,18438.459659197353,17943.155841234315
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,A,7046.872890541334,15074.12054854463,23308.133126916753,31571.63423312281,39858.11067331578,48175.12997786152,56511.2645480387,64609.528626650346,72717.63854397608,80835.18222591977,88964.20541657007
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,B,12774.8263044149,14664.2780850416,17451.5282154909,20234.07913756166,23004.21507594644,25773.978757806344,28479.6485344042,30090.74855529608,31678.731573165256,33243.60035550506,34796.3944122068
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,C,6288.124070638667,6938.39027136056,7986.251354131586,9048.960932567034,10100.765150550984,11167.798453274921,12251.017773621666,12784.728060127687,13312.961983729749,13836.26622133197,14358.997241524314
Owner-occupied,C3,C3,Multi-family,Electricity-Heat pump water,D,989.1170781775098,1339.8247891510955,1925.2466984414614,2519.915163693473,3090.2276166921974,3656.1338215607293,4236.569194647136,4488.818513231434,4733.31184800121,4970.196538559082,5201.110802806893
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,B,1441.7588979282234,1853.6900116220015,2265.62112531578,2677.552239009558,3089.483352703336,3501.414466397114,3913.3455800908923,4325.27669378467,4737.207807478448,5149.138921172225,5561.070034866003
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,C,81074.28232386372,80747.13236537433,80225.19706558785,79640.2814104635,78925.2718247173,78165.30985954737,77356.14994782348,77078.78231596059,76771.50194928898,76436.48421418596,76069.05913308417
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,D,41262.38901444636,40539.32254518592,39521.56429410439,38504.203616488434,37494.99390086758,36488.66114716216,35506.803699051394,34848.548257843,34195.78401821341,33549.26666331586,32905.722593933344
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,E,36318.632065515725,34619.06059043678,32668.17901492698,30805.36782904001,29037.165461400622,27351.210788389373,25782.560308771852,24540.959923444258,23354.627765837504,22221.495117526247,21134.623430955704
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,F,27041.969967363162,26594.14804892937,25990.008085913403,25383.696468377362,24801.966110097655,24216.461655308216,23651.269302064004,23101.156426333604,22552.27829589967,22005.051411478154,21457.818128362833
Owner-occupied,C3,C3,Multi-family,Electricity-Performance boiler,G,15913.558073505448,15331.032534151109,14663.292825735438,14017.314396740647,13408.489353432788,12817.954411672421,12271.03051346568,11760.491552933536,11268.241469894387,10793.722605167039,10335.520325109988
Owner-occupied,C3,C3,Multi-family,Heating-District heating,A,2059.6555684688906,3192.46613112678,4325.27669378467,5458.08725644256,6590.89781910045,7723.70838175834,8856.51894441623,9989.329507074119,11122.140069732008,12254.950632389897,13387.761195047786
Owner-occupied,C3,C3,Multi-family,Heating-District heating,B,4690.405293208339,6151.613320197081,7761.5657168354355,9409.672073516653,11069.960706587746,12768.567799189697,14505.193384513144,16263.056039539248,18057.01857582667,19886.78804173953,21752.01279163048
Owner-occupied,C3,C3,Multi-family,Heating-District heating,C,12542.431277526408,14027.395337870483,15526.454929417676,17003.072270217497,18453.281799445474,19883.08535502949,21292.751214082822,22683.544801984815,24057.27865977115,25414.254808295085,26754.415419670062
Owner-occupied,C3,C3,Multi-family,Heating-District heating,D,20908.52165153941,21641.831638169584,22305.908780345664,22970.108249313627,23649.38870136391,24326.25877253705,24999.63694868508,25670.043418150537,26335.401100730774,26994.82241835472,27647.331896822103
Owner-occupied,C3,C3,Multi-family,Heating-District heating,E,19628.858152293105,19769.316381219858,19806.466129864704,19812.30143050002,19801.599157613462,19759.76861301049,19687.89183770433,19600.054346866273,19485.127843356342,19344.18788235348,19175.875889394298
Owner-occupied,C3,C3,Multi-family,Natural gas-Performance boiler,C,112383.56710943558,114263.805031144,116696.40435324829,119077.88104783163,121237.3671039149,123314.8495772393,125305.71788811118,127338.41448700745,129309.97407143068,131220.21327026671,133071.2428766614
Owner-occupied,C3,C3,Multi-family,Natural gas-Performance boiler,D,163906.71416350116,161673.7851492822,158720.5589683821,155736.49657752292,152845.2006247149,149925.11726677459,146959.3012930791,144517.7883551245,142079.0582689447,139642.94930906114,137211.22132369105
