,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034
Consumption saving prices constant (TWh/year),1.862118590691084,1.911541930490807,2.2681270630741643,2.2085674212651867,1.8651965527447827,1.8522532434003167,2.2998466083939055,1.9791844313249245,1.911585360557547,2.321141255439325,2.2158770951283437,2.135805985791344,2.051546187712573,1.98722003790882,1.919289705607136,2.3724113100236903
Consumption saving prices effect (TWh/year),1.156,0.923,0.436,1.881,0.714,0.634,-0.3,0.243,0.24,0.237,0.234,1.073,0.228,0.224,0.221,0.217
Consumption saving total (TWh/year),2.1104158212029347,2.31423870887636,2.198106745198686,3.6241610123784653,2.1206926934128205,2.048081638241115,1.5384276677187358,1.812190403670229,1.761383656948908,2.1875294988067253,2.103171933054057,2.599913141265745,1.668994419183207,1.630436304242778,1.5879567415686893,2.066265926940332
Consumption saving total (%/year),0.007142108767663949,0.007888228589991296,0.007551957031130297,0.01254614884693455,0.007434707445409574,0.007233930346031236,0.0054734003415082555,0.006482873631695382,0.00634223506338093,0.007926937963775041,0.007682147851220859,0.009570087719654645,0.006202806248770636,0.006097325811150543,0.005974896318804271,0.007821329236707234
Consumption saving natural replacement (TWh/year),-0.9079176029827067,-0.5203432963809291,-0.5056092560444085,-0.4651249698272295,-0.4587555777657144,-0.43829851638793116,-0.46152586439205834,-0.41013022510458086,-0.39037764389257745,-0.3708477750060979,-0.34669686229773333,-0.6089213121792341,-0.6105232783565384,-0.5812352256024553,-0.5522512721364876,-0.5235368325069203
Emission saving total (TWh/year),1.0721230105028638,1.1517398497939766,1.0846728771748602,1.3930490159034008,1.0619865428478974,1.0506941370879304,1.0055061716087792,0.817200813180996,0.8011222511964959,0.839238633879269,0.8229304988672226,0.9554071162906226,1.2317473588663859,1.021762980610042,1.227546189624519,1.324950859468629
Emission saving total (%/year),0.0217540030407264,0.02388916014569393,0.023048683968206682,0.030299874392083957,0.02382078076068529,0.024142582777144993,0.023675861643485823,0.019708601854025766,0.019709274068411543,0.021062135788072922,0.02109720735981383,0.025021348834124494,0.03308634389401852,0.02838504646324776,0.0350980588732093,0.03926104425576606
Emission saving natural replacement (MtCO2/year),-0.14432756228983834,-0.013581886957283018,-0.012375391010579051,-0.006588921434826034,-0.007863492849352838,-0.006321881986771416,-0.008517257064490025,-0.004926526023282918,-0.003607404168967321,-0.002504105943238244,-0.0007088854243377796,-0.008189520765718328,0.22406455147662996,0.02439989190536096,0.020826997991065355,-0.1713949296003996
Emission saving prices (MtCO2/year),0.19248442999359697,0.147024638984521,0.05347673959401707,0.3571091847355869,0.10293860151414512,0.0854682582268854,0.0016347180886188894,0.022392393460340897,0.020695462041230465,0.019045632980560123,0.017405340683439165,0.1792210845344578,0.01425828279908165,0.012415058092628365,0.01073930207828407,0.008966755802810677
Emission saving carbon content (MtCO2/year),-8.43769498715119e-15,2.609024107869118e-15,-2.7200464103316335e-15,2.220446049250313e-16,7.605027718682322e-15,-6.161737786669619e-15,-1.7763568394002505e-15,4.385380947269368e-15,-1.2073675392798577e-14,-1.609823385706477e-15,-9.492406860545088e-15,5.495603971894525e-15,0.22328126358491363,0.22311354851629805,0.445869641853328,0.6700331975569083
Thermal loss prices (Billion euro),0.113,0.09,0.041,0.186,0.072,0.064,-0.056,0.02,0.019,0.019,0.019,0.108,0.018,0.018,0.018,0.018
Consumption saving prices (Billion euro),0.079,0.064,0.031,0.126,0.052,0.047,-0.037,0.017,0.017,0.017,0.017,0.076,0.017,0.017,0.017,0.017
Retrofit (Thousand households),1957.3266553136982,1953.984998694386,1954.417805282173,1937.217570430012,1894.0069408831457,1878.3649061192389,1916.5045492366426,1853.1555961683086,1831.9080775453335,1887.0803673730798,1865.5065277004246,1847.4792395114696,1829.1931991092222,1812.7022642497698,1796.3142234071674,1896.7478403869159
Renovation (Thousand households),610.1994795880611,615.1436711761967,624.2604248895962,614.782882757344,578.2663228640513,570.6056405471605,616.7597423849917,559.7898577401072,546.6560559225629,609.9748659064855,589.3652655257124,572.4218974014369,555.2638156016079,540.1506079243787,525.3499634137372,627.7801872785192
Renovation obligation (Thousand households),0.0,0.0,0.0,0.0,0.0,0.0,55.965630257245095,48.71708243626918,42.40670417682778,112.36691706328556,98.666301468549,86.66784814898713,76.10509014943632,66.8122187942441,58.641913073996164,165.9643807028039
Renovation endogenous (Thousand households),610.1994795880611,615.1436711761967,624.2604248895962,614.782882757344,578.2663228640513,570.6056405471605,560.7941121277465,511.07277530383806,504.24935174573517,497.6079488432,490.6989640571634,485.7540492524498,479.1587254521716,473.3383891301346,466.708050339741,461.81580657571527
Renovation with heater replacement (Thousand households),29.08684778101005,29.306480089704536,29.855372974663478,29.380487175344868,27.821396319745862,27.499735139081743,27.168146443251278,25.167535116714436,24.884954581777393,24.61125990598659,24.469119659106035,24.420898889554817,24.283827464769793,24.186829345446103,24.039246288186686,23.990786284738466
Switch heater only (Thousand households),1347.127175725637,1338.8413275181892,1330.157380392577,1322.4346876726681,1315.7406180190942,1307.7592655720782,1299.7448068516508,1293.3657384282014,1285.2520216227704,1277.1055014665942,1276.1412621747122,1275.0573421100328,1273.9293835076146,1272.551656325391,1270.9642599934302,1268.9676531083967
Replacement total (Thousand),2240.8592581017533,2248.4725168217365,2286.881732918609,2263.6021181846927,2170.169549931777,2150.3472014988465,2284.843545485953,2173.2662129351993,2136.3366720552335,2286.8311849132356,2239.2331030638748,2200.65719264158,2161.9435488387076,2129.8999803270885,2096.655947466972,2312.5411076178602
Replacement total (Thousand renovating),893.7320823761163,909.6311893035472,956.7243525260321,941.1674305120246,854.4289319126829,842.5879359267683,985.0987386343024,879.9004745069979,851.0846504324631,1009.7256834466414,963.0918408891625,925.5998505315472,888.014165331093,857.3483240016976,825.6916874735418,1043.5734545094635
Retrofit measures 1 (Thousand households),1774.4414000570937,1765.123632956415,1750.0073563756882,1736.4978887022723,1721.8558991001457,1708.7914371137756,1698.735007067656,1661.6869247476798,1648.7735533403145,1652.8143456945772,1645.1280363573378,1638.2008377872733,1630.914724530267,1623.5062798357455,1616.2263147116462,1651.9836441253158
Retrofit measures 2 (Thousand households),105.0099831392631,107.40741843304336,110.97211932134498,109.01579045021907,94.90406974784071,93.52828037268765,109.57298359928753,99.2706651049432,95.94644828653254,116.90058274033424,111.30925421957558,106.74515258391573,102.15353239084739,97.94475976230191,94.14954750364943,122.38490571896088
Retrofit measures 3 (Thousand households),55.909314004562766,58.141220206042384,60.17415097870326,59.06469454351819,51.529861121431594,50.71700723505484,66.83742346313178,56.66209199436445,53.9723477776764,70.11927675203262,65.64931845152981,62.03285006866689,58.63040124922341,55.39850159542827,52.50757699674336,74.6013539238758
Retrofit measures 4 (Thousand households),21.1598408114468,22.45324911331883,31.913208068061206,31.317418718583166,24.6696265969829,24.292725054072367,40.34537470250852,34.62788961206723,32.32546189522567,46.37296744878567,42.56099044711037,39.63449587759348,36.64214891534674,34.9549391010165,32.54611421784584,46.90609281082285
Retrofit measures 5 (Thousand households),0.8061173013316427,0.8594779855663874,1.350970538375217,1.3217780154190453,1.0474843167446242,1.0354563436482767,1.013760404058509,0.9080247092541817,0.8902662455844544,0.8731947373499442,0.8589282248710096,0.8659031940201726,0.8523920235377884,0.8977839552777047,0.8846699772826764,0.8718438079407484
Switch decarbonize (Thousand households),290.12945017023844,291.05675179586257,282.53722140307235,288.10921229246435,287.7401267893292,293.0641935625456,284.68275395134845,164.5805393897601,163.44176133749727,162.34253801754193,162.68825704376025,165.0616261557987,165.2202743273513,165.28713220598218,165.2614862202513,165.12210375606705
Insulation (Thousand households),602.4982702715831,607.3004151735028,616.8148310830244,607.2407743933634,571.0798727141477,563.2947610463626,609.7010325569634,556.0307064314845,542.9355046999797,606.2907518798728,585.6903794789979,568.7130029091804,551.567539562092,536.4617944564288,521.6770160808514,624.1132736798861
Insulation and switch decarbonize (Thousand households),7.701209316478011,7.843256002693748,7.445593806571647,7.542108363980375,7.186450149903673,7.310879500797894,7.058709828028115,3.7591513086227413,3.7205512225833774,3.6841140266130106,3.6748860467146263,3.7088944922561216,3.696276039515971,3.688813467949835,3.6729473328858115,3.6669135986331067
Decarbonize measures (Thousand households),900.3289297582995,906.2004229720591,906.7976462926683,902.8920950498081,866.0064496533805,863.6698341097061,901.4424963363399,724.3703971298675,710.0978172600603,772.3174039240276,752.0535225694728,737.4835235572352,720.4840899289592,705.4377401303608,690.6114496339885,792.9022910345863
Rate Multi-family - Owner-occupied (%),0.017979056724721894,0.017803061246387055,0.019333821999499106,0.018871397378629914,0.01788450773046282,0.017434810208355345,0.016890365366416308,0.01594858164015344,0.015547394577841265,0.015157725782471846,0.014778542812172793,0.01447645903784081,0.014031307336320284,0.01360251729887816,0.013189214912085339,0.012790600248898727
Rate Multi-family - Privately rented (%),0.00692708202377009,0.006860576790370126,0.007355679799531386,0.007203034090757628,0.006894842811583455,0.006747199342552604,0.013039906834197437,0.011833988794576172,0.010911113398917528,0.01772894653026903,0.01596022171709739,0.014441030278598067,0.013008024202931592,0.011755808713759894,0.010660476253959134,0.022993852137853668
Rate Multi-family - Social-housing (%),0.015711945894237172,0.01555442895456039,0.016580045971197284,0.016240070330760862,0.015507208017201792,0.015163569611854494,0.01477544891808793,0.01407765297714239,0.01376057441685171,0.013451781140188798,0.013150568145408062,0.01291064642543537,0.012549026759158201,0.012200104190208802,0.011863199240396664,0.011537689128389369
Rate Single-family - Owner-occupied (%),0.03317145203720124,0.03323614546122818,0.032795227463966924,0.031965732902764984,0.029495052572254345,0.028855078167594053,0.02815581365657738,0.02487669094072257,0.02437920566589766,0.023894489818558465,0.02342217870931252,0.023042066697863458,0.022489656160279602,0.022002740464577748,0.021464042105555355,0.021060098144154504
Rate Single-family - Privately rented (%),0.012814353184214792,0.012923768715186329,0.01210890306764543,0.011874079905987893,0.011060722356811563,0.010869310909752126,0.01949157960407535,0.016930575481937604,0.015549184643363764,0.028475033793497955,0.025734899053890217,0.02334890775504067,0.021123468118619825,0.01917535990858951,0.017466293012035783,0.028577942662884163
Rate Single-family - Social-housing (%),0.01614880550279831,0.01620073009464546,0.013656393425026375,0.013428753740555254,0.012787615274251164,0.012596882438345842,0.012354103954013531,0.011265870772078652,0.011097993106445787,0.010933008690833163,0.010770344949196356,0.010648991972392463,0.010441087861510635,0.010237889684781416,0.0100391524043636,0.009844651568195237
Rate Single-family - Owner-occupied C1 (%),0.025386268483691844,0.02539717005976814,0.03267566678767548,0.031906830773201104,0.027904593345783327,0.02743470280140156,0.02744505347601174,0.023500582560678388,0.023137742820475107,0.022779290337897343,0.022443936655756357,0.022126022723446315,0.021805741743720835,0.021360700075297476,0.020921741187969325,0.021828690601709874
Rate Single-family - Owner-occupied C2 (%),0.031128365410062895,0.031160891202736844,0.03722668395418402,0.03623647481218705,0.03285401758283085,0.03220252852008288,0.03144971045963246,0.02758250688639935,0.02708761427148312,0.026600852039630876,0.026120374336999475,0.02576890633728648,0.025177475524548475,0.024951468111248862,0.024354773904518484,0.023771842151820904
Rate Single-family - Owner-occupied C3 (%),0.034025954323097136,0.03425695293717792,0.03465876487770667,0.03374252654861735,0.031238701568178283,0.030516158478670605,0.029665125425589273,0.02636748120529705,0.02580076659252215,0.02524964461898511,0.024711597493075485,0.02427105482103515,0.02364135589982506,0.023030654427075647,0.02243797226462112,0.021862439424096693
Rate Single-family - Owner-occupied C4 (%),0.03536872377732268,0.035515589888679075,0.03235794305544185,0.03150341713644667,0.029309000616877037,0.028594170369827816,0.027756566454387625,0.02463555980957419,0.024083372648627057,0.02354850147275422,0.02302830456340807,0.022607440468879896,0.022005353686674313,0.021422963719865424,0.02085915809934363,0.020312950145257205
Rate Single-family - Owner-occupied C5 (%),0.034404874210290474,0.03428992347267675,0.028753413181175465,0.02810899849410744,0.026536287222204587,0.025987512388624373,0.025340550002897963,0.02254514885173926,0.022110926588298236,0.021688754007784018,0.02127669269762079,0.020946847933285214,0.020453982607270427,0.01997586777212055,0.019511676367765348,0.019060669137341706
Rate Single-family - Owner-occupied C (%),0.022987404453303006,0.022684682392189542,0.022404797406577314,0.022301116552345682,0.0216228155129228,0.02167078216047591,0.021724204558388586,0.019596567617256245,0.019531105053792432,0.019467988787998467,0.019406844120218297,0.01935569321759597,0.01931745877628972,0.01931637838698338,0.01926747592653895,0.01926545175705348
Rate Single-family - Owner-occupied D (%),0.029355714885740194,0.03000992269763479,0.029318089370984048,0.029189140031936917,0.028361376244815318,0.02840140349830556,0.028474794605851783,0.025683923286917255,0.02571091331121718,0.02573932260269717,0.02576937340497838,0.025839513816459245,0.025874533160426063,0.025928502561395114,0.025968815959493026,0.02601530893396192
Rate Single-family - Owner-occupied E (%),0.03453699605648543,0.03526221473667767,0.034540217702370576,0.034434389798013776,0.033290439120963404,0.03327063804230345,0.033212677840767736,0.029978897152564535,0.029935986649930028,0.029896455903070867,0.029858254541239942,0.029915142294349772,0.02988000668817637,0.029886554891466653,0.029860138638335906,0.029850077979459946
Rate Single-family - Owner-occupied F (%),0.03892762660883606,0.03996854588696788,0.04167583344265331,0.04170697287783496,0.03812129410744019,0.03807031609033114,0.037871048361776294,0.03410961472412456,0.033988085072776154,0.03387158008707036,0.03376315110252995,0.03399208734963353,0.03396995575621428,0.03405468299396106,0.0339491437906934,0.03440449095941152
Rate Single-family - Owner-occupied G (%),0.05427634876362465,0.05607864055614662,0.06098637950609433,0.061559931406172906,0.05482742103691736,0.05502235122978524,0.0544074968567977,0.04980367559465884,0.04992622584337251,0.050058255775836995,0.05020100259193625,0.05069888573589945,0.05083465749089025,0.051522741367386195,0.05164662995489622,0.05339531003895379
Retrofit at least 1 EPC (Thousand households),638.8163689745869,641.1049469375962,654.1651676043929,649.678642218335,614.5950249854743,611.076190123108,649.7364758241099,523.9896920260867,510.58626127338357,573.7287654384496,555.0679505149354,532.4982374801033,517.0770504453782,503.7023517332362,490.4770800813696,594.5545949217525
Retrofit at least 2 EPC (Thousand households),256.9314748519769,260.74665184919985,278.6679379308202,277.56746557647375,253.8016527527672,253.18150001274302,299.8918169078148,224.63681245616735,215.0988035212495,281.9730270473172,265.5430859971693,251.38673927739188,238.23410543779784,227.27111985314002,216.5482435748001,272.2780106781736
Retrofit 5 EPC (Thousand households),0.14685778562976803,0.17157678173648888,0.2849360566944906,0.2869832859693602,0.2249761916565733,0.2315915096054577,0.5434209292828879,0.39136855192994263,0.3682045678581428,0.3470074724615506,0.3266420690179823,0.3500831169148977,0.3314491385315074,0.31502531027948233,0.2982551835021561,0.2825148744920955
Retrofit 4 EPC (Thousand households),7.063545441671536,7.410615404727982,9.96567343516235,9.691199097970827,7.427539417301282,7.274234240296466,41.27387734720126,35.68248529989477,31.703423507977693,29.2873786504562,26.107153928460598,23.53460870120568,21.060800256852758,19.11562917493743,17.178946315891913,15.61244839669756
Retrofit 3 EPC (Thousand households),66.88898522612959,68.388092194276,77.12950119477692,75.4575817495856,62.00198181204214,60.52080318394695,78.38150093056322,62.36796797047557,58.347418186268364,105.29553290993563,96.1160539537425,88.61350144693459,81.22495490178008,75.09850871881257,69.10592998987278,69.37737047205238
Retrofit 2 EPC (Thousand households),182.83208639854595,184.7763674684594,191.28782724418642,192.13170144294796,184.1471553317672,185.15487107889413,179.69301770076743,126.19499063386708,124.6797572591453,147.0431080144638,142.99323604594827,138.8885460123367,135.6169011406335,132.74195664911053,129.96511208553324,187.00567693493156
Retrofit 1 EPC (Thousand households),381.88489412261,380.3582950883963,375.4972296735727,372.1111766418612,360.7933722327071,357.89469011036505,349.8446589162951,299.35287956991937,295.48745775213405,291.75573839113247,289.52486451776605,281.11149820271146,278.8429450075803,276.4312318800961,273.92883650656955,322.27658424357884
Epc upgrade all (Thousand households),401.64961435139304,410.50486937550033,466.7730448269164,455.8154808861654,379.14449329461223,369.914074883147,557.1046644956302,489.7314787989552,457.66476007027495,632.5924218329037,581.9924290834269,540.7265374706097,500.1285366439642,466.29797045699127,433.1810205521775,591.0679818733785
Switch heater (Thousand households),1376.2140235066474,1368.1478076078938,1360.0127533672405,1351.8151748480132,1343.5620143388403,1335.2590007111603,1326.912953294902,1318.5332735449163,1310.1369762045483,1301.7167613725803,1300.6103818338183,1299.4782409995873,1298.2132109723843,1296.738485670837,1295.003506281617,1292.9584393931352
Switch premature heater (Thousand households),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switch Heat pump (Thousand households),192.94012354726763,194.88707318565181,208.0568127566301,210.53253719135589,211.3928437550462,214.6249347090734,215.2214356582554,152.7213674827412,153.3155386688579,153.87394707436496,155.41803743676462,157.98296480474255,159.3730585778696,160.6760922985109,161.89578219293043,163.02792312236593
Switch Electricity-Heat pump water (Thousand households),192.94012354726763,194.88707318565181,208.0568127566301,210.53253719135589,211.3928437550462,214.6249347090734,215.2214356582554,152.7213674827412,153.3155386688579,153.87394707436496,155.41803743676462,157.98296480474255,159.3730585778696,160.6760922985109,161.89578219293043,163.02792312236593
Switch Electricity-Performance boiler (Thousand households),307.3292961808983,303.770300971419,316.9661534322947,315.16972450613605,312.21684366944265,311.7244278098564,323.30523045824424,388.124749600283,387.7512375901721,387.3823372819787,389.67048293127624,393.6426383770087,395.79419261879076,397.8489058966262,399.79174861280296,401.58596362535565
Switch Heating-District heating (Thousand households),132.81694468979723,130.52959928201543,130.2487359165526,129.95170027876586,129.63841318958637,129.30875404835908,128.96278491843356,128.59967288730238,128.21857270581793,127.82084183666753,127.69628094818341,114.83875252035577,114.78718771822248,114.76645883122485,114.77400659819047,114.80837841055238
Switch Natural gas-Performance boiler (Thousand households),510.43656239265545,507.52805751001057,495.834817237393,484.56332301268753,480.86078580846004,468.5531226548033,458.291093656508,509.608730070387,503.96291305431583,498.3070991731712,495.1615128678638,500.8161811328725,497.4852020632885,494.00005463716417,490.3517525078015,486.534422618861
Switch Wood fuel-Performance boiler (Thousand households),232.6910966960286,231.43277665879722,208.90623402437006,211.59788985906772,209.45312791630505,211.04776148906782,201.1324086034609,139.4787535042025,136.88871418538434,134.33253600639813,132.66406764973019,132.19770416460784,130.7735699942128,129.44697400731104,128.19021636989152,127.00175161600029
Switch from Direct electric to Direct electric (Thousand households),266.9178795841185,263.99086701113396,268.78133228896354,265.9063935265394,263.1598379066489,260.62846266258094,265.2982933193334,315.857317109737,313.65574847582775,311.43027244829045,311.26163914003257,314.3168330805856,314.0289147280469,313.63874289520834,313.1319992126367,312.4821973624143
Switch from Direct electric to District heating (Thousand households),32.07536666606714,31.2664308627491,31.27002149922513,31.19973533567235,31.115324328251816,31.02755609720116,30.921631047693058,30.781381881482385,30.623922522648993,30.455015554599306,30.333242898678144,25.237256766806148,25.119693634273588,24.990044301982863,24.848102968288885,24.693179093552942
Switch from Direct electric to Heat pump (Thousand households),71.4766042870041,72.44975400476513,78.39423647978099,78.36013800476044,78.4667427049049,78.35251761370534,76.10040436544301,44.65796203322335,44.50474753158718,44.30583102615404,44.76718502732767,46.181753964768475,46.48628634026783,46.70678290849653,46.848390692054394,46.912748246989565
Switch from Direct electric to Wood fuel (Thousand households),75.8020146067862,75.18010996414864,61.0378782884601,60.596243867426836,59.877011669823354,59.14680364916233,53.35481513617256,30.89455085972315,29.929599826479443,29.026159273754637,28.334089025979498,28.336250944887436,27.663565195810428,27.021301298971704,26.401203248232612,25.800210972149042
Switch from District heating to District heating (Thousand households),53.045548689797215,52.78106368201542,52.50020031655262,52.20316467876586,51.88987758958635,51.56021844835909,51.214249318433545,50.85113728730237,50.47003710581795,50.07230623666753,49.94774534818342,49.86263925302903,49.81107445089575,49.79034556389813,49.79789333086372,49.83226514322564
Switch from Heat pump to Heat pump (Thousand households),67.0078087101468,67.00220909995674,66.99643005216689,66.99048864226573,66.98436352202037,66.97805217234763,66.97155549168596,66.9648584827498,66.95789140986697,66.95073351254126,66.94972139198966,66.94960703035346,66.95022199469224,66.95147299718212,66.95326955386544,66.95553968317077
Switch from Natural gas to Direct electric (Thousand households),24.834928293183832,24.49445843634172,29.408838057429353,30.15941344421072,30.032385026685493,31.47360071658984,35.464766280350915,41.617522468978464,42.63507499336655,43.67579570550419,44.95817123211891,45.46923830162085,46.76833482430551,48.088324230066355,49.42905872616367,50.7880168428196
Switch from Natural gas to District heating (Thousand households),44.17376993055615,43.06615514686735,43.07892312686193,43.15937454769388,43.25349138818628,43.34949358488636,43.4629604677604,43.60807324136675,43.75690086781271,43.9149303386949,44.007473866479195,36.86675912047393,36.962366977653616,37.070504052617146,37.19148759594611,37.3260788689742
Switch from Natural gas to Heat pump (Thousand households),38.920560800798626,39.5113538348473,45.034629420413076,46.84043031809528,47.20136371396317,49.64429744880247,51.80246643582047,28.389573083487086,28.860252296570298,29.339562965806905,29.97350274316987,30.67949570877719,31.327948561217564,31.982524047206745,32.641670168706405,33.303255206203836
Switch from Natural gas to Natural gas (Thousand households),427.7979687590264,426.16746423810184,417.5966982892748,410.3064513472125,407.70454005544195,399.2306475071226,391.78737655582523,426.3424715934673,422.34805050362525,418.28842508744725,415.90418563347345,421.2954834409158,418.81788774281523,416.24111924693347,413.55810707770985,410.7637346995171
Switch from Natural gas to Wood fuel (Thousand households),44.091923680141115,44.34990166436668,40.205114166123366,42.559582637857815,42.50514950431846,44.64440726502151,43.445250768133526,23.597390164320316,23.51765595491799,23.423073403108024,23.339522308214562,23.377424672108553,23.26066923132616,23.130961543839398,22.985179387662566,22.823338385496356
Switch from Oil fuel to Direct electric (Thousand households),15.57648830359603,15.284975523943286,18.775983085901803,19.103917535385932,19.024620736108307,19.62236443068567,22.542170858559903,30.649910021567536,31.460414120977802,32.27626912818411,33.450672559124776,33.85656699480236,34.99694306643834,36.121838771351484,37.23069067400259,38.315749420121755
Switch from Oil fuel to District heating (Thousand households),3.5222594033767303,3.4159495903835557,3.399590973912925,3.3894257166337582,3.3797198835619087,3.3714859179124725,3.3639440845465476,3.3590804771508718,3.367712209538293,3.3785897067057884,3.407818834842653,2.8720973800466516,2.8940526553995145,2.9155649127267362,2.936522703091745,2.956855304799593
Switch from Oil fuel to Heat pump (Thousand households),15.535149749318096,15.92375624608264,17.631516804269165,18.341480226234445,18.74037381415773,19.65006747421794,20.347009365305954,12.708973883280924,12.99264743083345,13.277819569862748,13.72762827427742,14.172108100843408,14.608601681691974,15.035312345625513,15.452451778304205,15.856379986001748
Switch from Oil fuel to Natural gas (Thousand households),82.63859363362907,81.3605932719088,78.23811894811817,74.25687166547506,73.15624575301804,69.32247514768075,66.50371710068276,83.26625847691976,81.61486255069063,80.01867408572397,79.25732723439036,79.52069769195671,78.66731432047332,77.75893539023063,76.79364543009171,75.77068791934394
Switch from Oil fuel to Wood fuel (Thousand households),52.00440636266831,51.48513208434586,47.67944005059732,48.95344560206989,48.13593553206526,48.93697961243385,46.69151770850102,28.091240674348036,27.357409519692272,26.654205805468568,26.22121571150587,26.023487256669767,25.569479356553277,25.09906352979211,24.605538278176933,24.09308455785959
Switch from Wood fuel to Wood fuel (Thousand households),60.79275204643297,60.41763294593607,59.983801519189264,59.48861775171314,58.93503121009798,58.31957096245015,57.64082499065378,56.895571805810995,56.084048884294624,55.2290975240669,54.76924060403026,54.460541290942075,54.27985621052292,54.19564763470784,54.19829545581943,54.28511770049529
Renovation Multi-family (Thousand households),166.51900727099465,167.07028050128957,182.03792457849244,180.3288760609161,173.92756378007238,172.01076821725584,206.27208372066238,194.87233455548127,188.71948441015525,228.25136407220333,217.312179505054,208.19438689658458,199.38722159663237,191.41882151689768,184.19257519629298,263.42438981514533
Renovation Single-family (Thousand households),443.68047231706635,448.073390674907,442.22250031110366,434.4540066964278,404.3387590839789,398.5948723299047,410.4876586643292,364.917523184626,357.9365715124078,381.7235018342824,372.05308602065844,364.2275105048522,355.8765940049755,348.7317864074811,341.1573882174443,364.3557974633739
Renovation Multi-family - Owner-occupied (Thousand households),68.25253780766336,68.47907130400378,75.33662290606806,74.47897529081057,71.47772321309186,70.55048409506347,69.18926780209723,66.12541970100649,65.2344273386644,64.35107860653983,63.4728385975826,62.889564244672236,62.02371532011629,61.160815031843896,60.30095238223525,59.444249607250775
Renovation Multi-family - Privately rented (Thousand households),36.91727803341602,37.01909215006036,40.177282413728626,39.817489669626454,38.56511128826623,38.178455548130394,74.62952327341661,68.48998566337656,63.85045516265076,104.88649318700085,95.44652177540237,87.29133647989912,79.96212666068062,73.4699725767641,67.71808615295154,148.4221405304891
Renovation Multi-family - Social-housing (Thousand households),61.34919142991527,61.57211704722546,66.52401925869574,66.03241110047905,63.88472927871429,63.281828574062,62.45329264514851,60.25692919109821,59.63460190884008,59.01379227866262,58.39281913206902,58.013486172013216,57.40137961583548,56.78803390828966,56.17353666110619,55.55799967740546
Renovation Single-family - Owner-occupied (Thousand households),405.00561036284824,408.83602953516333,406.4060015059954,399.039164152235,370.87862090031354,365.4500335568672,359.142828172448,319.56278214686813,315.36245432894765,311.22657353098367,307.15505715981453,304.19608483543186,300.24444319854587,296.98913701163,292.86123072078425,290.4126999286389
Renovation Single-family - Privately rented (Thousand households),25.885037719719243,26.29683812308562,24.816231553334315,24.507706714827258,22.988338504910736,22.745612191695336,41.06450769713657,35.90609644661945,33.19411211741875,61.18592169651987,55.65679442251136,50.827206175848104,46.50107897620776,42.68580356675548,39.31465179937786,65.03807889880339
Renovation Single-family - Social-housing (Thousand households),12.789824234498825,12.940523016658137,11.000267251773938,10.907135829365528,10.471799678754651,10.399226581342152,10.280322794744679,9.448644591138411,9.380005066041367,9.311006606778859,9.24123443833253,9.204219493572277,9.131071830221844,9.056845829095595,8.981505697282198,8.905018635931611
Replacement insulation (Thousand),864.6452345951066,880.3247092138422,926.8689795513686,911.7869433366801,826.6075355929365,815.0882007876863,957.930592191051,854.7329393902834,826.1996958506858,985.1144235406553,938.6227212300566,901.1789516419925,863.7303378663237,833.1614946562515,801.652441185355,1019.5826682247248
Replacement insulation average (/household),1.4169878269624534,1.4310879725554215,1.4847472987179837,1.4831039850154126,1.429458197563529,1.4284615202998845,1.553166535297459,1.52688178889284,1.5113702425858095,1.6150082218169328,1.5925993202073208,1.5743264814518438,1.5555314673809668,1.5424614587731695,1.5259398439398326,1.624107751225318
Replacement Windows (Thousand households),109.16960898439316,111.94581040241985,113.65696037355016,112.05388719767437,102.00146088301638,100.81235516670664,122.98576355790276,109.58164250539924,105.7239478056047,127.46864185135406,121.13438803406115,116.18514965879288,111.25143196659151,107.64755953524462,103.42864706837118,143.56877308829257
Replacement Windows (Million m2),1.789519603436185,1.8371095435098501,1.8168798535601471,1.7897238854917465,1.6185577194937064,1.5991420859235352,1.8508473285862013,1.6389549137611785,1.5892255281866283,1.8360513418095503,1.7581197159523239,1.6993920526719044,1.6388719662720381,1.599628898508171,1.5458698933949635,2.013627094967964
Replacement Wall (Thousand households),139.68897738599387,146.22651874790495,180.33772367424493,176.82007965887942,141.41369911604232,139.0372953057667,189.7668984433316,171.20934997317866,162.4586682052072,228.89106248909647,212.82187939420402,199.9476724413077,187.02500453403266,176.38938712026533,165.90513116644993,225.52454661771546
Replacement Wall (Million m2),16.24807325699675,17.12469128435479,20.717158909578846,20.229697073529696,15.348039532540705,15.048225447392594,18.286167146259647,16.32713543010972,15.598755668107696,20.4975952593958,19.246587214031294,18.29059023958409,17.25847250849615,16.473366681195795,15.615945764767496,19.123445204421937
Replacement Roof (Thousand households),510.9093795243688,513.5414636649604,521.4227545369041,513.3057317544223,487.5345622636937,480.89518852010417,521.2341813369545,467.6940300379061,456.5821395422797,499.37365009225306,483.16480399639687,469.76257159080194,456.3124529828894,444.64218522307686,432.98054527454804,510.0503719349215
